display_label,builder_count,type_count,types,assignment_by_builder
Travel and Leisure,9,2,"content, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Trump Park Avenue,9,2,"artifact, location",qwen35_0_8b=location; qwen35_2b=location; qwen35_4b=location; qwen35_9b=artifact; qwen3_0_6b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_12b=location
Ty Cipar,9,2,"location, unknown",qwen35_0_8b=location; qwen35_2b=unknown; qwen35_4b=location; qwen35_9b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_1b=location; gemma3_4b=location
UPS,9,2,"organization, person",qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_4b=organization; gemma3_12b=organization
US v. Google,9,2,"event, unknown",qwen35_4b=event; qwen35_9b=event; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=event; gemma3_1b=event; gemma3_4b=unknown; gemma3_12b=event
Ugreen,9,2,"charger, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=charger; gemma3_12b=organization
Upwork,9,2,"artifact, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=artifact; gemma3_12b=organization
Viewfinder,9,2,"artifact, content",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=content; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Visa,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
WSJ Magazine,9,2,"content, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=content; gemma3_12b=organization
Wahab Riaz,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
William Friedkin,9,2,"method, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=method; gemma3_12b=person
William Saliba,9,2,"person, player",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=player; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Wipro,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
XCOM 2,9,2,"content, game",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_1_7b=game; qwen3_4b=content; qwen3_8b=content; gemma3_1b=game; gemma3_4b=game; gemma3_12b=content
Xavier Gipson,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=unknown; gemma3_12b=person
Xenoblade Chronicles 3,9,2,"content, event",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Yesha Yadav,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_12b=unknown
Yuma,9,2,"organization, startup",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=startup; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_12b=organization
iFixit,9,2,"artifact, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=artifact; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Iron & Steel,8,7,"artifact, concept, industry, location, organization, other, unknown","qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=location,unknown; qwen35_9b=concept; qwen3_0_6b=other; qwen3_4b=concept; qwen3_8b=industry; gemma3_12b=artifact"
Hunter,8,6,"concept, content, method, organization, person, subclass",qwen35_2b=subclass; qwen35_4b=content; qwen35_9b=concept; qwen3_1_7b=organization; qwen3_4b=concept; qwen3_8b=subclass; gemma3_4b=method; gemma3_12b=person
Millennials,8,6,"concept, group, location, other, person, unknown","qwen35_2b=concept,unknown; qwen35_4b=person,unknown; qwen35_9b=person; qwen3_1_7b=location; qwen3_4b=concept; qwen3_8b=group; gemma3_4b=concept; gemma3_12b=other"
Nightmare Dungeon,8,6,"artifact, content, event, gameplay, location, method",qwen35_2b=content; qwen35_4b=artifact; qwen3_0_6b=event; qwen3_1_7b=location; qwen3_4b=event; qwen3_8b=location; gemma3_270m=gameplay; gemma3_4b=method
Seller Central,8,6,"artifact, content, location, organization, platform, unknown",qwen35_2b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=platform; qwen3_4b=organization; qwen3_8b=location; gemma3_4b=content; gemma3_12b=location
Sunspots,8,6,"artifact, concept, data, method, naturalobject, unknown","qwen35_2b=data; qwen35_4b=artifact; qwen35_9b=naturalobject; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=method; gemma3_4b=data; gemma3_12b=data,unknown"
10-year Treasuries,8,5,"artifact, content, data, location, unknown",qwen35_2b=unknown; qwen35_4b=data; qwen35_9b=data; qwen3_1_7b=location; qwen3_4b=content; qwen3_8b=content; gemma3_4b=data; gemma3_12b=artifact
Anticipation,8,5,"artifact, concept, content, event, method",qwen35_2b=method; qwen35_4b=content; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept; gemma3_12b=method
Australian sharemarket,8,5,"concept, event, location, market, unknown","qwen35_0_8b=location; qwen35_2b=unknown; qwen35_4b=unknown; qwen3_1_7b=location; qwen3_4b=event,unknown; qwen3_8b=concept; gemma3_1b=location; gemma3_12b=market"
Basketball,8,5,"concept, event, location, other, unknown",qwen35_4b=location; qwen35_9b=event; qwen3_0_6b=event; qwen3_4b=location; qwen3_8b=concept; gemma3_1b=event; gemma3_4b=unknown; gemma3_12b=other
Beast Master,8,5,"concept, content, method, organization, subclass",qwen35_2b=subclass; qwen35_4b=content; qwen35_9b=concept; qwen3_1_7b=organization; qwen3_4b=concept; qwen3_8b=subclass; gemma3_4b=method; gemma3_12b=method
Carboniferous period,8,5,"event, location, period, time, timeperiod",qwen35_2b=event; qwen35_4b=location; qwen35_9b=location; qwen3_1_7b=timeperiod; qwen3_4b=time; qwen3_8b=event; gemma3_1b=period; gemma3_12b=event
Deadpool,8,5,"artifact, character, concept, content, unknown",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=unknown; qwen3_1_7b=character; qwen3_4b=concept; qwen3_8b=content; gemma3_4b=character; gemma3_12b=artifact
E. coli,8,5,"concept, creature, naturalobject, organism, unknown",qwen35_2b=concept; qwen35_4b=creature; qwen35_9b=creature; qwen3_4b=organism; qwen3_8b=naturalobject; gemma3_1b=creature; gemma3_4b=unknown; gemma3_12b=creature
Eldritch Knight,8,5,"concept, content, method, organization, subclass",qwen35_2b=subclass; qwen35_4b=content; qwen35_9b=concept; qwen3_1_7b=organization; qwen3_4b=concept; qwen3_8b=subclass; gemma3_4b=method; gemma3_12b=method
Endless Pyre,8,5,"artifact, concept, content, event, method",qwen35_2b=method; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=event; qwen3_8b=content; gemma3_1b=concept; gemma3_12b=method
Frost Bolt,8,5,"artifact, concept, content, method, skill",qwen35_4b=artifact; qwen35_9b=method; qwen3_0_6b=method; qwen3_1_7b=content; qwen3_4b=concept; qwen3_8b=skill; gemma3_4b=method; gemma3_12b=method
Gloom Stalker,8,5,"concept, content, method, organization, subclass",qwen35_2b=subclass; qwen35_4b=content; qwen35_9b=concept; qwen3_1_7b=organization; qwen3_4b=concept; qwen3_8b=subclass; gemma3_4b=method; gemma3_12b=method
Hammer of the Ancients,8,5,"artifact, concept, item, method, skill",qwen35_2b=skill; qwen35_4b=artifact; qwen35_9b=concept; qwen3_1_7b=item; qwen3_4b=artifact; qwen3_8b=skill; gemma3_4b=artifact; gemma3_12b=method
Helix Midnight Luxe Hybrid Mattress,8,5,"artifact, content, mattress, product, unknown",qwen35_0_8b=unknown; qwen35_2b=content; qwen35_9b=artifact; qwen3_8b=artifact; gemma3_270m=mattress; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=content
Iron Maelstrom,8,5,"artifact, concept, event, method, skill",qwen35_2b=skill; qwen35_4b=artifact; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=method
Magna-Tiles,8,5,"artifact, content, method, naturalobject, product",qwen35_2b=content; qwen3_0_6b=naturalobject; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_1b=product; gemma3_4b=method; gemma3_12b=artifact
Metamorphosis,8,5,"artifact, concept, content, event, method",qwen35_2b=method; qwen35_4b=content; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept; gemma3_12b=method
Oil,8,5,"commodity, concept, content, naturalobject, unknown","qwen35_2b=content,unknown; qwen35_4b=naturalobject; qwen35_9b=naturalobject; qwen3_0_6b=naturalobject; qwen3_1_7b=naturalobject; qwen3_4b=concept; gemma3_270m=commodity; gemma3_12b=unknown"
Pit Fighter,8,5,"artifact, concept, event, method, skill",qwen35_2b=skill; qwen35_4b=artifact; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=concept
Play Store,8,5,"artifact, concept, content, location, product",qwen35_0_8b=content; qwen35_4b=content; qwen35_9b=artifact; qwen3_0_6b=concept; qwen3_4b=location; qwen3_8b=location; gemma3_1b=product; gemma3_12b=location
Power Supply,8,5,"artifact, concept, content, data, other","qwen35_0_8b=content; qwen35_4b=artifact,data; qwen35_9b=artifact,data; qwen3_0_6b=other; qwen3_4b=artifact,concept; qwen3_8b=concept; gemma3_4b=artifact; gemma3_12b=artifact"
Prey on the Weak,8,5,"artifact, concept, content, event, method",qwen35_2b=content; qwen35_4b=content; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept; gemma3_12b=method
Protection,8,5,"artifact, concept, content, method, skill",qwen35_2b=content; qwen35_9b=method; qwen3_0_6b=artifact; qwen3_1_7b=content; qwen3_4b=concept; qwen3_8b=skill; gemma3_4b=concept; gemma3_12b=method
Ravenous,8,5,"artifact, concept, content, event, method",qwen35_2b=method; qwen35_4b=content; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept; gemma3_12b=method
Sports Betting,8,5,"concept, content, event, method, unknown","qwen35_0_8b=method; qwen35_4b=unknown; qwen35_9b=unknown; qwen3_0_6b=content; qwen3_4b=concept; qwen3_8b=concept,event; gemma3_4b=concept; gemma3_12b=unknown"
Steel Grasp,8,5,"artifact, concept, event, method, skill",qwen35_2b=skill; qwen35_4b=artifact; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=method
USB-C,8,5,"artifact, concept, method, naturalobject, unknown",qwen35_0_8b=method; qwen35_4b=method; qwen35_9b=concept; qwen3_0_6b=artifact; qwen3_4b=artifact; qwen3_8b=naturalobject; gemma3_4b=unknown; gemma3_12b=artifact
Wilson family,8,5,"concept, family, location, organization, person","qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=organization; gemma3_4b=person; gemma3_12b=family,organization"
Xbox Game Pass,8,5,"artifact, content, event, method, service",qwen35_4b=content; qwen35_9b=artifact; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=service; qwen3_8b=content; gemma3_4b=method; gemma3_12b=content
rake,8,5,"bettor, concept, data, naturalobject, unknown",qwen35_2b=concept; qwen35_4b=concept; qwen3_0_6b=naturalobject; qwen3_4b=concept; gemma3_270m=bettor; gemma3_1b=unknown; gemma3_4b=data; gemma3_12b=concept
2018,8,4,"data, event, unknown, year",qwen35_2b=unknown; qwen35_4b=data; qwen35_9b=event; qwen3_0_6b=year; qwen3_1_7b=year; qwen3_4b=event; qwen3_8b=event; gemma3_12b=event
2024,8,4,"data, date, event, year",qwen35_2b=data; qwen35_4b=data; qwen3_0_6b=year; qwen3_1_7b=year; qwen3_4b=event; qwen3_8b=event; gemma3_1b=date; gemma3_12b=data
AI.gov,8,4,"artifact, content, organization, unknown",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=organization; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=unknown; gemma3_12b=artifact
AP Top 25,8,4,"concept, data, event, unknown",qwen35_2b=unknown; qwen35_4b=data; qwen35_9b=data; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=event; gemma3_1b=concept; gemma3_4b=unknown
AirPods Pro (second-gen),8,4,"artifact, content, organization, product",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=organization; qwen3_4b=product; qwen3_8b=artifact; gemma3_4b=content; gemma3_12b=artifact
Altars of Lilith,8,4,"artifact, content, event, unknown",qwen35_0_8b=unknown; qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=event; qwen3_8b=artifact; gemma3_1b=event; gemma3_12b=artifact
Aspect of Anemia,8,4,"artifact, concept, event, unknown",qwen35_0_8b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=artifact; qwen3_8b=concept; gemma3_4b=artifact; gemma3_12b=artifact
Aspect of Might,8,4,"artifact, concept, event, unknown",qwen35_0_8b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=artifact; qwen3_8b=concept; gemma3_4b=artifact; gemma3_12b=artifact
Aspect of Numbing Wrath,8,4,"artifact, concept, event, unknown",qwen35_0_8b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=event; qwen3_4b=artifact; qwen3_8b=concept; gemma3_4b=artifact; gemma3_12b=artifact
Atmosphere,8,4,"concept, location, organization, unknown","qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=concept,location; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization"
Brain Flakes,8,4,"artifact, concept, content, product",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=content; qwen3_4b=concept; qwen3_8b=product; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=artifact
Charge,8,4,"concept, event, method, skill",qwen35_2b=skill; qwen35_4b=method; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=method; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=method
ChatGPT Enterprise,8,4,"artifact, content, organization, subscription",qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_8b=artifact; gemma3_1b=subscription; gemma3_4b=content; gemma3_12b=artifact
Cleveland,8,4,"city, location, organization, unknown",qwen35_0_8b=city; qwen35_2b=unknown; qwen35_4b=location; qwen35_9b=location; qwen3_4b=location; qwen3_8b=organization; gemma3_1b=unknown; gemma3_12b=location
Clyde,8,4,"artifact, concept, content, unknown",qwen35_0_8b=concept; qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=unknown; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
College of Valor,8,4,"concept, method, organization, unknown",qwen35_2b=unknown; qwen35_4b=concept; qwen35_9b=organization; qwen3_1_7b=unknown; qwen3_4b=concept; qwen3_8b=organization; gemma3_4b=method; gemma3_12b=organization
Counteroffensive,8,4,"concept, event, method, skill",qwen35_2b=skill; qwen35_4b=method; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=method
Deep Sea Mining,8,4,"concept, event, method, unknown","qwen35_0_8b=event; qwen35_2b=method; qwen35_4b=concept,unknown; qwen35_9b=concept; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept"
Defense Production Act,8,4,"concept, content, method, officialdocument",qwen35_2b=content; qwen35_4b=method; qwen35_9b=concept; qwen3_4b=method; qwen3_8b=method; gemma3_270m=officialdocument; gemma3_4b=method; gemma3_12b=method
Defensive Stance,8,4,"concept, event, method, skill",qwen35_2b=skill; qwen35_4b=method; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=method
Dell XPS 13,8,4,"artifact, concept, content, device",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=device; qwen3_4b=concept; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
DesiQuest,8,4,"content, game, organization, person",qwen35_0_8b=organization; qwen35_2b=content; qwen35_4b=organization; qwen35_9b=content; qwen3_0_6b=content; qwen3_4b=organization; gemma3_270m=game; gemma3_1b=person
Doctor Strange,8,4,"artifact, creature, person, unknown",qwen35_0_8b=creature; qwen35_4b=person; qwen35_9b=unknown; qwen3_0_6b=creature; qwen3_8b=person; gemma3_1b=artifact; gemma3_4b=person; gemma3_12b=person
Enhanced Fireball,8,4,"content, method, skill, spell",qwen35_2b=method; qwen35_4b=content; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=skill; gemma3_1b=spell; gemma3_4b=method; gemma3_12b=method
Enhanced Teleport,8,4,"artifact, content, method, skill",qwen35_2b=method; qwen35_4b=content; qwen3_0_6b=artifact; qwen3_1_7b=content; qwen3_4b=method; qwen3_8b=skill; gemma3_4b=method; gemma3_12b=method
Fiery Surge,8,4,"artifact, content, event, method",qwen35_2b=content; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=event; qwen3_8b=content; gemma3_1b=method; gemma3_12b=method
Fire Max 11,8,4,"artifact, content, product, tablet",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=product; qwen3_8b=artifact; gemma3_270m=tablet; gemma3_4b=artifact; gemma3_12b=artifact
Fire TV,8,4,"artifact, content, event, unknown",qwen35_0_8b=content; qwen35_2b=content; qwen3_0_6b=event; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=artifact; gemma3_1b=unknown; gemma3_12b=artifact
Flowing Veins,8,4,"artifact, concept, content, method",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=content; gemma3_4b=method; gemma3_12b=method
